,Unnamed: 0,Unnamed: 0.1,Time,Name,Tweet_status,Text,Length,Location,polarity,subjectivity
130,130,381,09-09-19 10:16,vsomu07,Retweet,#NASA appreciates #ISRO effort #Chandrayaan,5,,positive,0.0
131,131,389,09-09-19 10:16,bandre_vicky,Retweet,#Chandrayan #ISRO #ProudIndian amp #ProudOfISRO # #JaiHind,7,Moghali,positive,0.0
132,132,398,09-09-19 10:16,SriRamya21,Tweet,Vekkakedu know well Rahulgandhi parikhar us Congress means kamaraj vallabai Patel Italian kumbhal Sad appreciated days back cleanse hands,19,,negative,0.275
133,133,403,09-09-19 10:16,Dattagosavi9,Tweet,Vikram taking long rest travelled lot sure respond #VikramLander #Chandrayaan #ISROweareproudofyou #isro,12,"Mumbai, India",positive,0.6444444444444444
134,134,404,09-09-19 10:16,Krish89081755,Tweet,damage vikram lander #ISROweareproudofyou #ISRO #VikramLanderFound,6,,positive,0.0
135,135,406,09-09-19 10:16,ChanakyaNiti6,Tweet,#BREAKING #ISRO # #ISROSpotsVikram,4,United States of Rajputana⚔🚩,positive,0.0
136,136,414,09-09-19 10:16,VPanchamukhi,Retweet,#ISRO meaning #inspiration #IsroPerGarvHai #ISROSpotsVikram #VikramLanderFound,6,"Bengaluru, India",positive,0.0
137,137,417,09-09-19 10:16,ProudyMuslim,Tweet,waiting moment #ISRO get connected #VikramLander start receiving data pertinent feel jealousy #Pakistan India done next yrs,17,Kashmir,positive,0.0
138,138,419,09-09-19 10:16,VIJAYGATHALA77,Retweet,Proud everyone #ISRO team Setbacks part journey without success whole nation stands believes,13,shahpura jaipur rajasthan,positive,0.4666666666666666
139,139,422,09-09-19 10:16,Amarjeetj24,Retweet,# #ISRO #VikramSarabhai #abdulkalam #KSivan,5,"Kadegaon, Sangli #Maharashtra ",positive,0.0
140,140,427,09-09-19 10:16,tweetofkt,Retweet,#ISRO #Vikram,2,प्रयागराज,positive,0.0
141,141,428,09-09-19 10:16,popatraokadam,Retweet,#Chandrayaan #ISRO,2,"Mulund East, Mumbai",positive,0.0
142,142,439,09-09-19 10:16,popatraokadam,Retweet,#Chandrayaan # #ISRO,3,"Mulund East, Mumbai",positive,0.0
143,143,440,09-09-19 10:16,buddhaphoton,Retweet,Looks like basically confirms earlier speculation #VikramLander lander one piece flat landing legs,13,Universal,negative,0.3125
144,144,441,09-09-19 10:16,pranaymohan1,Retweet,#Chandrayaan #VikramLander location found confirms #ISRO chief K Sivan,9,"Ranchi, Jharkhand",positive,0.0
145,145,442,09-09-19 10:16,Itz_idiot_54,Retweet,one close South Pole #ISRO,5,Zimbabwe,positive,0.0
146,146,443,09-09-19 10:16,HeenaDesai17,Retweet,times social media brags strengths successes important teach next gen weaknesses failures learn defeat really lost Proud #ISRO,18,,positive,0.4533333333333333
147,147,444,09-09-19 10:16,manuVirodhi,Tweet,#ISRO #Vikram #RozgarNahiToSarkarNahi,3,India,positive,0.0
148,148,451,09-09-19 10:17,kishkindha,Tweet,#ISRO update #VikramLander lying lunar surface hard landing broken pieces single piece rover Pragyan housed inside Efforts try establish communication lander #vikramPragyanLandsMoon,22,New Delhi,negative,0.3853174603174603
149,149,459,09-09-19 10:17,AccessKalpna,Retweet,think hug heart broken chairman group hug billion plus people fine gesture needed criticise politicise even deny transcendental moments country unite one #ISRO,23,"Beverly Hills, Irvine, CA USA.",positive,0.45
150,150,462,09-09-19 10:17,agk4444,Tweet,Social media accounts ISRO Chairman name fake ISRO #Social #ISROChairman #ISRO #socialnewsxyz,12,"Liverpool, NY",negative,0.37777777777777777
151,151,471,09-09-19 10:17,ishan_mahajan4,Retweet,work culture scientific organization like #ISRO could badly affected given cameras today proud every little thing becoming news unwanted pressure Science uncertainty results high general public expectation,27,Pune/Indore,positive,0.589047619047619
152,152,473,09-09-19 10:17,MRaj2012,Retweet,many astronauts carrying #Chandrayaan finest amp experienced #PallavBagla lack basic human etiquettes primary school kid would ask better question #ISRO Chief Criticize NDTV misdeeds lynch mob amp victim,28,Delhi NCR,positive,0.3821428571428571
153,153,480,09-09-19 10:17,rays_Chow,Tweet,update signal #Chandrayan #isro,4,,positive,0.0
154,154,483,09-09-19 10:17,SenkottaiSriram,Tweet,#isro #Chandrayaan #ISRO Vikram #ISROSpotsVikram,5,Chennai,positive,0.0
155,155,489,09-09-19 10:17,NidhiSi22101,Retweet,feeling whole nation #IsroPerGarvHai #ISROweareproudofyou #ISRO,6,"Uttar Pradesh, India",positive,0.4
156,156,491,09-09-19 10:17,NidhiSi22101,Retweet,Bhakts u moron #PallavaBagla misbehave Modiji anyone BJP RSS misbehaved great #ISRO scientists Whole nation relating Bhakts u r proving Modi Bhakts r real Bhakts India #IsroPerGarvHai,27,"Uttar Pradesh, India",positive,0.6125
157,157,493,09-09-19 10:17,bouquet1416,Retweet,Hahahaaaa Paracetamol bohut badi cheez hai Ek payjama ke nadey ke siway Ek sui tak nahi banayi hai Swagat nahi karoge inse Aise Mahan mulq ko,26,,positive,0.0
158,158,494,09-09-19 10:17,diep_parikh,Retweet,#BigBreaking #ISRO #VikramLander #IndiaOnTheMoon #Moonmission #Chandrayaan #LanderVikram #Vikram #vikramPragyanLandsMoon,9,India,positive,0.0
159,159,500,09-09-19 10:17,sunil28474739,Retweet,#ISRO #lander,2,,positive,0.0
160,160,507,09-09-19 10:17,GouravBansal92,Tweet,#JaiHind #ISRO #ISROweareproudofyou #VikramLanderFound,4,"Suratgarh, India",positive,0.0
161,161,512,09-09-19 10:17,TechMagnetIN,Tweet,Within days #ISROChief K Sivan become national hero great looks rich background controversy man pure knowledge Fo think Padhne Se Kya Hoga Ye Hoga Let appreciate hero #ISROSpotsVikram #ISROweareproudofyou #ISRO,30,India,positive,0.6666666666666666
162,162,515,09-09-19 10:18,Sundri78215685,Retweet,first country land southern pole moon Big Congratulations team #isro Hope communicate Vikram Lander soon #VikramLanderFound,16, India,positive,0.14444444444444446
163,163,517,09-09-19 10:18,NidhiSi22101,Retweet,#ISRO #ISROMissions,2,"Uttar Pradesh, India",positive,0.0
164,164,521,09-09-19 10:18,IamAasima,Retweet,#Chandrayan Lander located moon surface says #ISRO Chief,8,,positive,0.0
165,165,524,09-09-19 10:18,anujattris,Tweet,Jai hind,2,"Greater Noida, India",positive,0.0
166,166,525,09-09-19 10:18,JustAnIntovert,Tweet,Come #ISRO #VikramLanderFound #ISROSpotsVikram,4,India ,positive,0.0
167,167,530,09-09-19 10:18,rahul_ekbote,Tweet,true really sad ironical One one hand u #ISRO chief spearhead fabulous scientific achievement u let go hold religion ur mind,21,,positive,0.8833333333333333
168,168,537,09-09-19 10:18,aatmanjal,Tweet,guy innocent sounds dig little deeper find different others fact better taqqiya,12,#KhanditBhaarat,positive,0.575
169,169,541,09-09-19 10:18,myfirstsatellit,Retweet,Chandrayaan Plans Indo Japan lunar mission Chandrayaan mission launch another lunar journey offing around bring soil rock samples back South Pole Moon #ISRO #JAXA,24,Spaceship Earth,positive,0.0
170,170,546,09-09-19 10:18,NidhiSi22101,Retweet,ISRO #Proud #ISRO,3,"Uttar Pradesh, India",positive,1.0
171,171,552,09-09-19 10:18,analyst_web,Retweet,Chandrayaan live updates Chandrayaan Vikram safe amp ISRO trying everything establish link #ISROSpotsVikram #VikramLander #VikramLanding #ISRO #IsroPerGarvHai #ISROweareproudofyou #Chandrayaan #Chandrayan #KSivan #vikramLanderfound,22,"Shalimar Bagh, New Delhi",positive,0.5
172,172,555,09-09-19 10:18,UmeshanandS,Retweet,ISRO #Great proud #ISRO,4,,positive,0.875
173,173,558,09-09-19 10:18,MohdIsrailKha10,Retweet,#Chandrayaan #vikramPragyanLandsMoon #ISRO,3,Bhopal,positive,0.0
174,174,559,09-09-19 10:18,KalingaSon,Tweet,meantime #NASA #ISRO ISRO amp NASA EXPLORE SOLAR SYSTEM Original Research ID Records #Chandrayaan,14,"Bhubaneshwar, India",positive,0.75
175,175,560,09-09-19 10:18,SaumyadeepDas4,Retweet,Amazing Achievements India first country find water Moon World Record launching Satellites together countries like US UK Germany etc One top countries Navigation System #ISRO #IsroPerGarvHai,26,भारत,positive,0.5777777777777778
176,176,561,09-09-19 10:18,PatocoLa,Retweet,#Chandrayan #Moonmission #IndiaWithISRO #ISRO #IsroPerGarvHai #orbiter,6,India,positive,0.0
177,177,564,09-09-19 10:18,NewsIndiaGlobal,Tweet,Chandrayaan #ISROweareproudofyou #IsroPerGarvHai #ISRO #vikramPragyanLandsMoon #VikramFound #Chandrayaan,7,,positive,0.0
178,178,567,09-09-19 10:18,BloodFisherman,Tweet,# # #Ockhi #Nov #fisherman #fisheries #isro,7,,positive,0.0
179,179,568,09-09-19 10:18,IamAasima,Retweet,tremendous pressure awam #Pakistan #FawadChaudhary #PTI Government decided give fitting reply #ISRO,12,,positive,0.75
180,180,571,09-09-19 10:18,speakmind08,Retweet,#ISRO worried scary Pic Journalist #PallavBagla selling inside pics ISRO agency Pic systemic killing scientists uncommon,16,,positive,1.0
181,181,572,09-09-19 10:18,ShekhNagme,Retweet,#Chandrayaan #ISRO #IndiaFailed,3,Kanpur,positive,0.0
182,182,575,09-09-19 10:18,RapidLeaksIndia,Tweet,#ISRO #Chandrayan,2,India,positive,0.0
183,183,577,09-09-19 10:18,hindirush,Tweet,#HindiRush #Moon #Lunar #Chandrayan #VikramLander #PragyanRovar #Isro,7,"Mumbai, India",positive,0.0
184,184,581,09-09-19 10:18,HarariyaSaurabh,Retweet,heartbreaking story India space programme one triumph disappointments amp adversity especially tech denial regimes space offers infinite opportunities Knowing #ISRO shall overcome #Chandrayaan #KSivan,24,,positive,0.5
185,185,589,09-09-19 10:18,TirupatiPoojari,Retweet,#VikramLander,1,karnataka bangalur,positive,0.0
186,186,595,09-09-19 10:19,FanSangli,Retweet,Sometimes land arrive destination want important thing took Hope Belief current situation never final destination always comes time belief Proud #ISRO,21,Sangli Mharashtra ,positive,0.85
187,187,608,09-09-19 10:19,IamAasima,Retweet,#IndianPrimeMinister #Narendramodi hugged consoled #ISRO chief K Shivan Shivan broke #Chandrayan missed goal narrowly patriotism best #ProudIndian,17,,positive,0.35
188,188,614,09-09-19 10:19,dnandann,Tweet,Nothing world binary,3,"New Delhi, India",positive,0.0
189,189,617,09-09-19 10:19,Sundri78215685,Retweet,#ISRO #NASA #Chandrayan #ISROweareproudofyou #MondayMotivation,5, India,positive,0.0
190,190,618,09-09-19 10:19,karishma_merry,Retweet,#Chandrayaan Orbiter sent thermal image #VikramLander identifying exact location Moon says #ISRO Chairman #KSivan found exact location #VikramLander #vikramlanderlandsmoon,19,,positive,0.25
191,191,620,09-09-19 10:19,Sagar92P,Tweet,Vikram come,2,,positive,0.0
192,192,627,09-09-19 10:19,varunrvarry,Tweet,EPIC BRO,2,India,positive,0.4
193,193,628,09-09-19 10:19,JagranPost,Tweet,losing hope continues make efforts establish link #Chandrayaan Vikram lander #ISRO #VikramLander,12,"New Delhi, India",positive,0.0
194,194,633,09-09-19 10:19,Zvezdichko,Tweet,would best #ISRO releases photograph #Vikram lander talk intact #Moon,10,Bulgaria,positive,0.3
195,195,647,09-09-19 10:19,SatyashilRai,Retweet,#ISROweareproudofyou #IsrospotsVikram,2,"New Delhi, India",positive,0.0
196,196,648,09-09-19 10:19,MraviKu01564029,Tweet,software #ISRO #Narendramodijee,3,,positive,0.0
197,197,649,09-09-19 10:19,rahulbajajj,Retweet,First Image #VikramLander orbiter post landing surface moon Scientists trying best communicate Hope succeed mission Jai Hind #VikramPragyanLandsMoon #VikramLanderFound #Chandrayan #ISRO,21,Delhi,positive,0.31666666666666665
198,198,653,09-09-19 10:19,SAMRAT_universe,Tweet,Really heart touching #isro,4,,positive,0.35
199,199,660,09-09-19 10:19,VinodKharb3,Retweet,#ISRO #Chandrayaan #VikramLander,3,"Panipat, India",positive,0.0
200,200,665,09-09-19 10:19,AshishK_BJP,Tweet,ISRO #IsroPerGarvHai #ISROSpotsVikram #ISROweareproudofyou #ISRO,5,,positive,0.0
201,201,669,09-09-19 10:20,sonal72322843,Retweet,Moon km failed km thats margin Even failure foundation new beginnings Kudos Scientists #ISRO #Chandrayan #SaturdayMotivation #ProudOfISRO #Sivan #ProudIndian #Moonmission #scientists,21,,negative,0.3515151515151515
202,202,680,09-09-19 10:20,BiharNaya,Tweet,#nayabihar #chandrayaan #isro #vikramlander,4,Bihar,positive,0.0
203,203,681,09-09-19 10:20,guwahatiplus,Tweet,Chandrayaan Vikram lander presently lying moon surface tilted position hard landing #ISRO officials trying best restore contact #Chandrayaan #ISROSpotsVikram,19,Guwahati,positive,0.2805555555555555
204,204,692,09-09-19 10:20,Roco48557357,Retweet,Dear #Vikram U r nt alone Crore prayers n blessings r wid U Pls respond ur parents V al lov U amp wnt hear frm U tht U love us U r nt jst Science U r emotions amp imp part lives n hearts Wid Much Love n blessings Entire #India #ISRO #IsroPerGarvHai,53,India New Delhi,positive,0.6083333333333333
205,205,697,09-09-19 10:20,dinubunny24,Retweet,joins nation stand behind #ISRO #vikramPragyanLandsMoon #VikramLander #Vikram #ISROweareproudofyou,9,Vishakhapatnam,negative,0.7
206,206,699,09-09-19 10:20,PanditSwapnilH,Retweet,#ISRO UPA #CBI,3,"Dahanu, India",positive,0.0
207,207,705,09-09-19 10:20,ridhi_bose,Tweet,#ISRO #ProudOfISRO #,3,🇮🇳🇮🇳भारत 🇮🇳🇮🇳,positive,0.0
208,208,713,09-09-19 10:20,TransformingHi1,Tweet,#ISROSpotsVikram Vikram betal jokes obsolete generation needs vikram lander jokes #vikramlander #isro #chnadrayaan,13,On Earth ,positive,0.0
209,209,716,09-09-19 10:20,thatwatcher,Retweet,lol thought strong policy evidences proving Modi govt anyi science went thread found Modi govt merged HIV treatment Ayush Modi govt trying patent cow urine according things anti science,29,,positive,0.5333333333333333
210,210,717,09-09-19 10:20,jannatemalik,Retweet,#JaiHind #ISRO #ISROweareproudofyou #vikramlander #PKMKB,5,सांतवे आसमान पर ,positive,0.0
211,211,719,09-09-19 10:20,Shiv_Linga,Tweet,Ps love bhai,3,,positive,0.6
212,212,724,09-09-19 10:20,t_iliyas,Retweet,#ISRO #Chandrayaan #Inspiring,3,tamilnadu,positive,1.0
213,213,725,09-09-19 10:20,Latestup_,Tweet,# # #Chandrayaan #isro,4,"Bengaluru South, India",positive,0.0
214,214,729,09-09-19 10:20,vetriii,Retweet,#ISRO #Sivan,2,"Tiruppur, India",positive,0.0
215,215,735,09-09-19 10:20,ShanuKumarVerm2,Retweet,#ISRO #Chandrayaan ISRO,3,"💓💓Lucknow, India💓💓",positive,0.0
216,216,736,09-09-19 10:20,Srajliwalbjp,Tweet,#BREAKING #ISRO # #ISROSpotsVikram #ISROweareproudofyou #sivanprideofindia #ind #IndiaOnTheMoon #vikramPragyanLandsMoon #VikramLanderFound #MODIfied #IsroPerGarvHai #ISRO,13,"Najafgarh, New Delhi",positive,0.0
217,217,737,09-09-19 10:20,Subhankar050780,Retweet,said morning masters directed insult #ISRO chief look defend uncouth scum master,12,"Hindustan, India",negative,0.4
218,218,738,09-09-19 10:20,BT_India,Tweet,#Chandrayaan #ISRO reaps rich dividends orbiter performance,7,India,positive,0.75
219,219,745,09-09-19 10:21,bhasaby,Tweet,students work hard yrs become scientists arts graduates claim know abt science bec write science,15,,negative,0.5416666666666666
220,220,757,09-09-19 10:21,awesomerks,Retweet,Hmm ISRO budget cr cr cr Modi anti science becoz science writer,12,,positive,0.0
221,221,764,09-09-19 10:21,MohdIsrailKha10,Retweet,#ISRO #Chandrayaan theMoon #Chandrayaan #VikramLander #ISROMissions #ISRO,7,Bhopal,positive,0.0
222,222,766,09-09-19 10:21,mahitrao,Tweet,Yha har kaam tashali baksh kiya jata hai aur pura kiya jata h #ISROSpotsVikram #VikramLanderFound #isro #IndiaOnTheMoon,17,Gurgaon,positive,0.0
223,223,773,09-09-19 10:21,thatsTamil,Tweet,#ISROSpotsVikram #chandrayaan #isro #science # # #,7,India,positive,0.0
224,224,774,09-09-19 10:21,MohdIsrailKha10,Retweet,#ISRO #Chandrayaan #Chandrayaan Landing,4,Bhopal,positive,0.0
225,225,775,09-09-19 10:21,RamenSingha18,Tweet,Thank,1,India,positive,0.0
226,226,778,09-09-19 10:21,BeingHitasha,Retweet,India known creating miracles #ISROSpotsVikram Proud #ISROscientist #Chandrayaan,8,,positive,1.0
227,227,780,09-09-19 10:21,apnlivehindi,Tweet,ISRO #ISRO #KSivan,3,"A-9, SEC-68 , NOIDA (UP)",positive,0.0
228,228,782,09-09-19 10:21,cancimmuno,Retweet,eagerly,1,"Lucknow, India",positive,0.0
229,229,786,09-09-19 10:21,sapnakhatri_16,Retweet,km #ISRO #,3,"Himachal Pradesh, India",positive,0.0
230,230,787,09-09-19 10:21,ahmad_leme,Tweet,ISRO Vikram Lander ISRO Please respond Lander ISRO Hello Lander ISRO Hiiii Lander Bf #VikramLanderFound #ISRO #LanderVikram,17,India,positive,0.0
231,231,789,09-09-19 10:21,AsifGafoora,Tweet,Please respond us buddy waiting,5,Pakistan occupied islamabad,positive,0.0
232,232,790,09-09-19 10:21,sapnakhatri_16,Retweet,USA Attempts Russia Attempts amp China Attempts #India First Attempt Successful Proud #ISRO Scientists #ProudOfISRO #IsroPerGarvHai,16,"Himachal Pradesh, India",positive,0.7611111111111111
233,233,791,09-09-19 10:21,AashiqueSahab,Tweet,yesterday #VikramLander located Orbitor today news hard landing remains tilted position broken pieces shaa Allah #ISROSpotsVikram #vikramPragyanLandsMoon #ProudOfISRO #ISRO #IndiaMakesHistory,20,🇮🇳,negative,0.4708333333333333
234,234,797,09-09-19 10:21,muhitreza,Tweet,intention expel #Hindu ppl #ISRO illegals entire country amp Assam lakh Hindus,12,World,positive,0.625
235,235,798,09-09-19 10:21,NDas89282348,Retweet,ISRO #ISROweareproudofyou #ISRO #IndiaOnTheMoon #ISROChief #VikramLander #vikramPragyanLandsMoon,7,,positive,0.0
236,236,806,09-09-19 10:21,Satheeshamin,Retweet,stunning fallout capturing pictures Women Scientists amp selling Getty Image #PallavaBagla #ISRO #KSivan #Chandrayaan #NDTVWithPakistan #IndiaWithISRO #VikramLander Pics Getty contributed Disgraceful man,22,Bharat,positive,1.0
237,237,825,09-09-19 10:22,MohdIsrailKha10,Retweet,#Chandrayan #VikramLander #ISRO #ProudOfISRO #ISROMissions #Chandrayaan theMoon,7,Bhopal,positive,0.0
238,238,828,09-09-19 10:22,kumarshivendram,Retweet,Fingers crossed #IndiaOnTheMoon Location #VikramLander lunar surface found communication yet Orbiter clicked thermal image #ISRO #Chandrayan,16,"New Delhi, India",positive,0.0
239,239,841,09-09-19 10:22,Gautam93218373,Retweet,#Retweet # #MondayMotivation #mondaythoughts #ISROweareproudofyou #ISRO #USOpen #ISROSpotsVikram #LaxmiBomb #AkshayKumar #akshaykumarbirthday #VikramLanderFound,12,India,positive,0.0
240,240,844,09-09-19 10:22,KainPradeep,Retweet,please take fake handle tweeting ISRO official update misleading,9,NCR,negative,1.0
241,241,845,09-09-19 10:22,EexpressN,Tweet,ISRO #ISRO #ISRORecruitment #ISROJobRecruitment #JobVacancyinIsro #ISROJobs #jobseekers #JobVacancy #GovernmentJobs #,10,,positive,0.0
242,242,846,09-09-19 10:22,Narinde07675112,Retweet,Mission Control Centre #VikramLander descent planned normal performance observed altitude km Subsequently communication Lander ground stations lost Data analyzed #ISRO,20,,positive,0.35
243,243,848,09-09-19 10:22,bijendra125,Retweet,#ISRO #DRDO #BhabhaAutomicResearchCenter,3,India,positive,0.0
244,244,849,09-09-19 10:22,AashiqueSahab,Tweet,soom connected #VikramLander shaa Allah,5,🇮🇳,positive,0.0
245,245,852,09-09-19 10:22,rtirumalaraju,Tweet,good news Hoping #ISRO would establish connectivity Vikram soon,9,"Hyderabad, India",positive,0.6000000000000001
246,246,859,09-09-19 10:22,Sfg46767094,Retweet,#ISRO salute caliber dedication courage made us proud,8,,positive,1.0
247,247,863,09-09-19 10:22,Sameeksha_Yoga,Tweet,#ISROSpotsVikram #ISROweareproudofyou #IsroPerGarvHai,3,Channapatana,positive,0.0
248,248,871,09-09-19 10:22,vegmanmcr,Retweet,#HappyBirthdayAkahayKumar #Metooindia #ISRO #Kesari #IsroPerGarvHai #ISROSpotsVikram #Delhi #Modi #Prithviraj,9,Manchester,positive,0.0
249,249,872,09-09-19 10:22,Prachi_VB,Tweet,Wud Beautiful moment India,4,"MH, India",positive,1.0
250,250,876,09-09-19 10:22,Abhishe0893,Retweet,# #Save cutt #ISRO #AG,5,,positive,0.0
251,251,878,09-09-19 10:22,OneindiaBengali,Tweet,#ISRO #Lander,2,India,positive,0.0
252,252,882,09-09-19 10:22,avnisuri,Tweet,Lander Vikram hard landing single piece tilted position #ISRO,9,Delhi,negative,0.3779761904761905
253,253,883,09-09-19 10:22,thatsTamil,Tweet,#isro #twitter # #,4,India,positive,0.0
254,254,886,09-09-19 10:23,InvestmentBaba,Retweet,REAL STORY #Chandrayan #ISRO #IndiaMoonMission #IndiaOnTheMoon #Modi #ModiHug #VikramLanding #Chandrayan #ProudIndian,11,,positive,0.30000000000000004
255,255,890,09-09-19 10:23,MohdIsrailKha10,Retweet,PM #ISRO #Chandrayan,3,Bhopal,positive,0.0
256,256,899,09-09-19 10:23,MohdIsrailKha10,Retweet,Failure opposites success part success #SaturdayMotivation Indian proud Sivan amp Scientists team #Chandrayan #ISRO #VikramLander #IndiaOnTheMoon #Moonmission #IndiaOnTheMoon #ProudIndian Jai hind,21,Bhopal,positive,0.325
257,257,903,09-09-19 10:23,SureshBBadiger1,Retweet,communication lost Every single person India feel heartbeat #chandrayaan hear whisper us first succeed try try,16,"Dharwad, India",positive,0.2738095238095238
258,258,916,09-09-19 10:23,TarkeshwarTewar,Tweet,See genius talking,3,,positive,0.0
259,259,923,09-09-19 10:23,parkash_nitin,Tweet,Hahahaha,1,"Sikar, India",positive,0.5
260,260,928,09-09-19 10:23,EfslEminence,Tweet,Moments decade happened India Proud #isro,6,Mumbai,positive,1.0
261,261,929,09-09-19 10:23,john1966olsen,Retweet,#ISRO Honorable Prime Minister Shri Narendra Modi address nation ISRO Control Centre today September hrs IST,16,Denmark - Copenhagen North,positive,0.0
262,262,933,09-09-19 10:23,sMbajpai214,Retweet,Vikram lander safe says #ISRO Watch Live,7,"Kanpur,INDIA",positive,0.5
263,263,936,09-09-19 10:23,dev_discourse,Tweet,#Japan lauds #ISRO #Chandryaan moon mission,6,National Capital Region,positive,0.0
264,264,940,09-09-19 10:23,sapnakhatri_16,Retweet,#ISRO #VikramLander # #ISROweareproudofyou,4,"Himachal Pradesh, India",positive,0.0
265,265,941,09-09-19 10:23,SimplyShil,Tweet,Humour Uniform #NagpurCityPolice style #VikramLander #ISRO,6,,positive,0.0
266,266,942,09-09-19 10:23,TechMagnetIN,Tweet,position #VikramLander #ISROSpotsVikram #IsroPerGarvHai #ISROweareproudofyou #ISROMissions #KSivan #isro #vikramPragyanLandsMoon,9,India,positive,0.0
267,267,953,09-09-19 10:23,RajeshKothuri,Retweet,us #ISRO #IndiawithISRO #ProudOfISRO,4,,positive,0.0
268,268,954,09-09-19 10:23,Pratik_j008,Tweet,Vikram Lander crashed still one piece isro confirms billion hopes prayers works bl people waiting Restoring connection Lander #ISROSpotsVikram #Prayerworks #ISRO,21,"Ahmadabad City, India",positive,0.0
269,269,961,09-09-19 10:24,FTeachersfront,Tweet,Chandrayaan Vikram lander safe claims #ISRO,6,"Phagwara, India",positive,0.5
270,270,971,09-09-19 10:24,Charanj49621730,Retweet,ISRO #ISRO #ISROweareproudofyou #IsroPerGarvHai #VikramLander #vikramPragyanLandsMoon #Sivan #ISROChief #VikramLanderFound,9,"Shastri Nagar, Ghaziabad",positive,0.0
271,271,972,09-09-19 10:24,Bird_watch_,Tweet,Eureca,1,Pakistan,positive,0.0
